186|58|1|2014-10-01
186|233|12|2014-11-01
186|79|8|2014-12-01
187|179|83|2013-01-01
187|139|79|2013-02-01
187|202|7|2013-03-01
187|223|13|2013-04-01
187|136|50|2013-05-01
187|140|67|2013-06-01
187|40|79|2013-07-01
187|187|27|2013-08-01
187|219|12|2013-09-01
187|101|3|2013-10-01
187|266|9|2013-11-01
187|287|35|2013-12-01
187|91|92|2014-01-01
187|122|65|2014-02-01
187|10|79|2014-03-01
187|38|17|2014-04-01
187|251|93|2014-05-01
187|185|32|2014-06-01
187|105|98|2014-07-01
187|197|28|2014-08-01
187|20|73|2014-09-01
187|255|77|2014-10-01
187|122|20|2014-11-01
187|161|97|2014-12-01
188|219|58|2013-01-01
188|299|25|2013-02-01
188|216|29|2013-03-01
188|127|82|2013-04-01
188|251|44|2013-05-01
188|90|18|2013-06-01
188|56|83|2013-07-01
188|88|80|2013-08-01
188|33|13|2013-09-01
188|227|10|2013-10-01
188|142|79|2013-11-01
188|241|28|2013-12-01
188|119|45|2014-01-01
188|247|30|2014-02-01
188|284|49|2014-03-01
188|117|94|2014-04-01
188|172|98|2014-05-01
188|74|65|2014-06-01
188|102|74|2014-07-01
188|272|65|2014-08-01
188|237|71|2014-09-01
188|150|52|2014-10-01
188|11|27|2014-11-01
188|243|85|2014-12-01
189|259|33|2013-01-01
189|158|71|2013-02-01
189|230|51|2013-03-01
189|30|49|2013-04-01
189|66|37|2013-05-01
189|39|71|2013-06-01
189|73|86|2013-07-01
189|290|33|2013-08-01
189|149|14|2013-09-01
189|51|16|2013-10-01
189|19|47|2013-11-01
189|194|21|2013-12-01
189|147|98|2014-01-01
189|72|96|2014-02-01
189|257|19|2014-03-01
189|196|70|2014-04-01
189|93|2|2014-05-01
189|265|99|2014-06-01
189|99|49|2014-07-01
189|45|1|2014-08-01
189|154|69|2014-09-01
189|45|27|2014-10-01
189|201|34|2014-11-01
189|24|74|2014-12-01
190|298|9|2013-01-01
190|18|16|2013-02-01
190|245|74|2013-03-01
190|235|17|2013-04-01
190|181|31|2013-05-01
190|289|22|2013-06-01
190|89|90|2013-07-01
190|191|86|2013-08-01
190|264|14|2013-09-01
190|177|23|2013-10-01
190|196|15|2013-11-01
190|148|14|2013-12-01
190|174|50|2014-01-01
190|197|61|2014-02-01
190|230|89|2014-03-01
190|275|46|2014-04-01
190|13|6|2014-05-01
190|154|31|2014-06-01
190|97|25|2014-07-01
190|120|38|2014-08-01
190|70|67|2014-09-01
190|241|2|2014-10-01
190|90|42|2014-11-01
190|106|62|2014-12-01
191|37|85|2013-01-01
191|178|63|2013-02-01
191|259|96|2013-03-01
191|138|85|2013-04-01
191|297|24|2013-05-01
191|238|74|2013-06-01
191|105|93|2013-07-01
191|92|39|2013-08-01
191|79|15|2013-09-01
191|2|30|2013-10-01
191|72|85|2013-11-01
191|102|6|2013-12-01
191|202|2|2014-01-01
191|21|26|2014-02-01
191|203|59|2014-03-01
191|53|22|2014-04-01
191|235|11|2014-05-01
191|44|64|2014-06-01
191|94|0|2014-07-01
191|194|75|2014-08-01
191|288|66|2014-09-01
191|136|78|2014-10-01
191|280|49|2014-11-01
191|188|51|2014-12-01
192|76|60|2013-01-01
192|37|8|2013-02-01
192|273|17|2013-03-01
192|42|53|2013-04-01
192|111|18|2013-05-01
192|187|26|2013-06-01
192|121|97|2013-07-01
192|294|92|2013-08-01
192|194|16|2013-09-01
192|127|37|2013-10-01
192|250|53|2013-11-01
192|55|100|2013-12-01
192|230|56|2014-01-01
192|146|92|2014-02-01
192|176|29|2014-03-01
192|132|99|2014-04-01
192|155|16|2014-05-01
192|234|97|2014-06-01
192|91|76|2014-07-01
192|268|11|2014-08-01
192|204|64|2014-09-01
192|31|54|2014-10-01
192|169|56|2014-11-01
192|270|39|2014-12-01
193|116|36|2013-01-01
193|198|54|2013-02-01
193|287|39|2013-03-01
193|246|21|2013-04-01
193|227|11|2013-05-01
193|136|78|2013-06-01
193|137|100|2013-07-01
193|195|45|2013-08-01
193|9|17|2013-09-01
193|253|43|2013-10-01
193|126|21|2013-11-01
193|9|93|2013-12-01
193|257|8|2014-01-01
193|271|57|2014-02-01
193|149|100|2014-03-01
193|211|75|2014-04-01
193|76|21|2014-05-01
193|124|29|2014-06-01
193|89|52|2014-07-01
193|42|47|2014-08-01
193|121|62|2014-09-01
193|227|29|2014-10-01
193|59|64|2014-11-01
193|51|27|2014-12-01
194|156|11|2013-01-01
194|57|0|2013-02-01
194|0|61|2013-03-01
194|150|89|2013-04-01
194|41|4|2013-05-01
194|85|30|2013-06-01
194|153|3|2013-07-01
194|96|98|2013-08-01
194|124|17|2013-09-01
194|78|50|2013-10-01
194|2|91|2013-11-01
194|264|86|2013-12-01
194|285|61|2014-01-01
194|96|23|2014-02-01
194|122|70|2014-03-01
194|290|51|2014-04-01
194|297|26|2014-05-01
194|13|62|2014-06-01
194|86|27|2014-07-01
194|116|84|2014-08-01
194|38|60|2014-09-01
194|122|4|2014-10-01
194|249|71|2014-11-01
194|133|16|2014-12-01
195|195|87|2013-01-01
195|217|46|2013-02-01
195|14|83|2013-03-01
195|53|57|2013-04-01
195|157|99|2013-05-01
195|34|82|2013-06-01
195|169|6|2013-07-01
195|298|51|2013-08-01
195|239|18|2013-09-01
195|203|57|2013-10-01
195|179|59|2013-11-01
195|218|79|2013-12-01
195|12|13|2014-01-01
195|221|89|2014-02-01
195|95|40|2014-03-01
195|68|27|2014-04-01
195|218|30|2014-05-01
195|203|95|2014-06-01
195|83|3|2014-07-01
195|190|20|2014-08-01
195|255|59|2014-09-01
195|17|80|2014-10-01
195|138|78|2014-11-01
195|215|4|2014-12-01
196|235|63|2013-01-01
196|77|92|2013-02-01
196|29|4|2013-03-01
196|258|24|2013-04-01
196|272|92|2013-05-01
196|285|34|2013-06-01
196|185|10|2013-07-01
196|199|3|2013-08-01
196|54|19|2013-09-01
196|28|64|2013-10-01
196|56|28|2013-11-01
196|171|72|2013-12-01
196|39|66|2014-01-01
196|45|54|2014-02-01
196|68|9|2014-03-01
196|147|3|2014-04-01
196|139|35|2014-05-01
196|93|28|2014-06-01
196|80|79|2014-07-01
196|265|57|2014-08-01
196|172|57|2014-09-01
196|214|55|2014-10-01
196|27|86|2014-11-01
196|297|93|2014-12-01
197|274|38|2013-01-01
197|237|38|2013-02-01
197|43|26|2013-03-01
197|161|93|2013-04-01
197|86|86|2013-05-01
197|234|86|2013-06-01
197|201|13|2013-07-01
197|100|57|2013-08-01
197|169|20|2013-09-01
197|154|70|2013-10-01
197|233|97|2013-11-01
197|125|65|2013-12-01
197|67|19|2014-01-01
197|170|19|2014-02-01
197|41|80|2014-03-01
197|226|80|2014-04-01
197|59|40|2014-05-01
197|283|61|2014-06-01
197|78|54|2014-07-01
197|38|94|2014-08-01
197|88|55|2014-09-01
197|109|30|2014-10-01
197|217|93|2014-11-01
197|79|82|2014-12-01
198|13|13|2013-01-01
198|97|84|2013-02-01
198|57|48|2013-03-01
198|65|60|2013-04-01
198|202|79|2013-05-01
198|183|38|2013-06-01
198|217|17|2013-07-01
198|1|9|2013-08-01
198|285|21|2013-09-01
198|279|77|2013-10-01
198|109|65|2013-11-01
198|79|58|2013-12-01
198|95|72|2014-01-01
198|296|85|2014-02-01
198|14|50|2014-03-01
198|4|56|2014-04-01
198|281|45|2014-05-01
198|173|94|2014-06-01
198|75|30|2014-07-01
198|112|30|2014-08-01
198|5|53|2014-09-01
198|4|5|2014-10-01
198|106|100|2014-11-01
198|161|70|2014-12-01
199|52|90|2013-01-01
199|257|29|2013-02-01
199|71|71|2013-03-01
199|269|28|2013-04-01
199|16|72|2013-05-01
199|132|90|2013-06-01
199|233|20|2013-07-01
199|203|63|2013-08-01
199|99|21|2013-09-01
199|104|84|2013-10-01
199|286|34|2013-11-01
199|32|51|2013-12-01
199|123|24|2014-01-01
199|120|50|2014-02-01
199|288|20|2014-03-01
199|83|32|2014-04-01
199|201|50|2014-05-01
199|62|26|2014-06-01
199|72|5|2014-07-01
199|187|67|2014-08-01
199|222|52|2014-09-01
199|200|81|2014-10-01
199|296|7|2014-11-01
199|243|58|2014-12-01
200|92|65|2013-01-01
200|116|75|2013-02-01
200|85|93|2013-03-01
200|172|97|2013-04-01
200|132|66|2013-05-01
200|81|42|2013-06-01
200|250|24|2013-07-01
200|104|15|2013-08-01
200|214|22|2013-09-01
200|230|91|2013-10-01
200|163|2|2013-11-01
200|287|44|2013-12-01
200|150|77|2014-01-01
200|245|15|2014-02-01
200|261|91|2014-03-01
200|162|8|2014-04-01
200|122|54|2014-05-01
200|253|59|2014-06-01
200|70|82|2014-07-01
200|261|3|2014-08-01
200|139|50|2014-09-01
200|95|56|2014-10-01
200|185|14|2014-11-01
200|24|47|2014-12-01
201|132|40|2013-01-01
201|277|21|2013-02-01
201|99|14|2013-03-01
201|76|64|2013-04-01
201|247|59|2013-05-01
201|30|94|2013-06-01
201|266|27|2013-07-01
201|5|69|2013-08-01
201|29|23|2013-09-01
201|54|97|2013-10-01
201|39|71|2013-11-01
201|241|37|2013-12-01
201|178|30|2014-01-01
201|69|81|2014-02-01
201|234|60|2014-03-01
201|241|85|2014-04-01
201|42|59|2014-05-01
201|142|92|2014-06-01
201|67|57|2014-07-01
201|34|40|2014-08-01
201|55|48|2014-09-01
201|291|31|2014-10-01
201|75|21|2014-11-01
201|106|35|2014-12-01
202|171|16|2013-01-01
202|136|67|2013-02-01
202|114|36|2013-03-01
202|280|32|2013-04-01
202|62|53|2013-05-01
202|280|46|2013-06-01
202|282|31|2013-07-01
202|207|21|2013-08-01
202|144|24|2013-09-01
202|180|3|2013-10-01
202|216|40|2013-11-01
202|194|30|2013-12-01
202|206|83|2014-01-01
202|194|46|2014-02-01
202|207|30|2014-03-01
202|19|61|2014-04-01
202|264|64|2014-05-01
202|31|25|2014-06-01
202|64|32|2014-07-01
202|109|77|2014-08-01
202|273|46|2014-09-01
202|186|6|2014-10-01
202|265|29|2014-11-01
202|188|23|2014-12-01
203|211|92|2013-01-01
203|296|12|2013-02-01
203|128|58|2013-03-01
203|184|100|2013-04-01
203|177|46|2013-05-01
203|229|98|2013-06-01
203|298|34|2013-07-01
203|108|75|2013-08-01
203|260|24|2013-09-01
203|5|10|2013-10-01
203|93|8|2013-11-01
203|148|23|2013-12-01
203|233|35|2014-01-01
203|19|11|2014-02-01
203|180|0|2014-03-01
203|98|37|2014-04-01
203|184|69|2014-05-01
203|222|58|2014-06-01
203|62|8|2014-07-01
203|183|12|2014-08-01
203|189|45|2014-09-01
203|81|83|2014-10-01
203|154|36|2014-11-01
203|270|12|2014-12-01
204|250|67|2013-01-01
204|156|59|2013-02-01
204|142|80|2013-03-01
204|87|68|2013-04-01
204|292|39|2013-05-01
204|178|49|2013-06-01
204|13|38|2013-07-01
204|10|27|2013-08-01
204|74|25|2013-09-01
204|130|17|2013-10-01
204|270|77|2013-11-01
204|102|16|2013-12-01
204|261|88|2014-01-01
204|144|77|2014-02-01
204|153|71|2014-03-01
204|177|13|2014-04-01
204|105|73|2014-05-01
204|111|91|2014-06-01
204|59|84|2014-07-01
204|258|49|2014-08-01
204|106|43|2014-09-01
204|277|58|2014-10-01
204|43|43|2014-11-01
204|51|0|2014-12-01
205|290|42|2013-01-01
205|15|4|2013-02-01
205|156|1|2013-03-01
205|292|35|2013-04-01
205|107|33|2013-05-01
205|128|1|2013-06-01
205|29|41|2013-07-01
205|212|81|2013-08-01
205|189|26|2013-09-01
205|256|23|2013-10-01
205|146|46|2013-11-01
205|55|9|2013-12-01
205|289|40|2014-01-01
205|269|42|2014-02-01
205|126|41|2014-03-01
205|256|90|2014-04-01
205|26|78|2014-05-01
205|1|23|2014-06-01
205|56|60|2014-07-01
205|31|86|2014-08-01
205|22|41|2014-09-01
205|172|33|2014-10-01
205|233|51|2014-11-01
205|133|90|2014-12-01
206|29|18|2013-01-01
206|175|50|2013-02-01
206|170|23|2013-03-01
206|195|3|2013-04-01
206|222|26|2013-05-01
206|77|53|2013-06-01
206|45|45|2013-07-01
206|113|33|2013-08-01
206|4|27|2013-09-01
206|81|30|2013-10-01
206|22|14|2013-11-01
206|9|2|2013-12-01
206|15|94|2014-01-01
206|93|7|2014-02-01
206|99|11|2014-03-01
206|34|66|2014-04-01
206|247|83|2014-05-01
206|191|56|2014-06-01
206|53|35|2014-07-01
206|105|22|2014-08-01
206|240|39|2014-09-01
206|68|8|2014-10-01
206|122|58|2014-11-01
206|215|78|2014-12-01
207|68|94|2013-01-01
207|35|97|2013-02-01
207|184|46|2013-03-01
207|99|72|2013-04-01
207|37|20|2013-05-01
207|26|5|2013-06-01
207|61|48|2013-07-01
207|14|87|2013-08-01
207|119|28|2013-09-01
207|206|37|2013-10-01
207|200|84|2013-11-01
207|264|96|2013-12-01
207|43|46|2014-01-01
207|218|73|2014-02-01
207|72|81|2014-03-01
207|113|42|2014-04-01
207|168|88|2014-05-01
207|81|89|2014-06-01
207|51|10|2014-07-01
207|180|59|2014-08-01
207|156|37|2014-09-01
207|264|84|2014-10-01
207|11|65|2014-11-01
207|297|66|2014-12-01
208|108|69|2013-01-01
208|195|42|2013-02-01
208|198|68|2013-03-01
208|2|39|2013-04-01
208|152|13|2013-05-01
208|276|57|2013-06-01
208|77|52|2013-07-01
208|216|39|2013-08-01
208|235|28|2013-09-01
208|31|44|2013-10-01
208|76|52|2013-11-01
208|218|89|2013-12-01
208|71|99|2014-01-01
208|43|38|2014-02-01
208|45|51|2014-03-01
208|192|18|2014-04-01
208|88|93|2014-05-01
208|271|21|2014-06-01
208|48|87|2014-07-01
208|254|96|2014-08-01
208|73|36|2014-09-01
208|159|59|2014-10-01
208|201|73|2014-11-01
208|79|55|2014-12-01
209|147|45|2013-01-01
209|55|88|2013-02-01
209|213|90|2013-03-01
209|207|7|2013-04-01
209|268|6|2013-05-01
209|225|9|2013-06-01
209|93|55|2013-07-01
209|117|93|2013-08-01
209|49|29|2013-09-01
209|157|50|2013-10-01
209|253|20|2013-11-01
209|171|82|2013-12-01
209|98|51|2014-01-01
209|168|3|2014-02-01
209|18|21|2014-03-01
209|271|95|2014-04-01
209|9|97|2014-05-01
209|160|55|2014-06-01
209|45|62|2014-07-01
209|27|32|2014-08-01
209|290|34|2014-09-01
209|54|34|2014-10-01
209|91|80|2014-11-01
209|161|43|2014-12-01
210|187|20|2013-01-01
210|215|34|2013-02-01
210|227|11|2013-03-01
210|110|75|2013-04-01
210|82|0|2013-05-01
210|174|61|2013-06-01
210|109|58|2013-07-01
210|18|45|2013-08-01
210|164|30|2013-09-01
210|282|57|2013-10-01
210|130|90|2013-11-01
210|125|75|2013-12-01
210|126|4|2014-01-01
210|293|69|2014-02-01
210|292|92|2014-03-01
210|49|70|2014-04-01
210|230|1|2014-05-01
210|50|88|2014-06-01
210|43|38|2014-07-01
210|102|69|2014-08-01
210|207|32|2014-09-01
210|250|9|2014-10-01
210|281|87|2014-11-01
210|243|31|2014-12-01
211|227|96|2013-01-01
211|74|80|2013-02-01
211|241|33|2013-03-01
211|14|43|2013-04-01
211|197|94|2013-05-01
211|123|13|2013-06-01
211|126|62|2013-07-01
211|220|99|2013-08-01
211|280|31|2013-09-01
211|107|64|2013-10-01
211|6|58|2013-11-01
211|79|68|2013-12-01
211|154|57|2014-01-01
211|117|34|2014-02-01
211|265|62|2014-03-01
211|128|46|2014-04-01
211|151|6|2014-05-01
211|240|20|2014-06-01
211|40|13|2014-07-01
211|176|5|2014-08-01
211|123|30|2014-09-01
211|145|85|2014-10-01
211|170|95|2014-11-01
211|24|20|2014-12-01
212|266|72|2013-01-01
212|235|25|2013-02-01
212|255|55|2013-03-01
212|218|10|2013-04-01
212|12|88|2013-05-01
212|72|65|2013-06-01
212|142|65|2013-07-01
212|121|51|2013-08-01
212|94|31|2013-09-01
212|233|71|2013-10-01
212|183|26|2013-11-01
212|32|61|2013-12-01
212|181|9|2014-01-01
212|243|100|2014-02-01
212|238|31|2014-03-01
212|207|22|2014-04-01
212|72|11|2014-05-01
212|130|53|2014-06-01
212|37|89|2014-07-01
212|250|42|2014-08-01
212|40|29|2014-09-01
212|40|60|2014-10-01
212|59|1|2014-11-01
212|106|8|2014-12-01
213|5|47|2013-01-01
213|94|72|2013-02-01
213|269|77|2013-03-01
213|122|79|2013-04-01
213|127|81|2013-05-01
213|22|17|2013-06-01
213|158|69|2013-07-01
213|22|4|2013-08-01
213|210|32|2013-09-01
213|57|77|2013-10-01
213|59|96|2013-11-01
213|287|54|2013-12-01
213|209|62|2014-01-01
213|67|65|2014-02-01
213|211|1|2014-03-01
213|286|99|2014-04-01
213|293|16|2014-05-01
213|19|86|2014-06-01
213|35|65|2014-07-01
213|24|78|2014-08-01
213|257|27|2014-09-01
213|236|35|2014-10-01
213|249|8|2014-11-01
213|188|97|2014-12-01
214|44|22|2013-01-01
214|254|17|2013-02-01
214|283|99|2013-03-01
214|25|46|2013-04-01
214|243|74|2013-05-01
214|272|69|2013-06-01
214|174|72|2013-07-01
214|224|57|2013-08-01
214|24|33|2013-09-01
214|183|84|2013-10-01
214|237|64|2013-11-01
214|241|47|2013-12-01
214|237|14|2014-01-01
214|192|30|2014-02-01
214|184|72|2014-03-01
214|64|75|2014-04-01
214|214|20|2014-05-01
214|209|18|2014-06-01
214|32|40|2014-07-01
214|98|14|2014-08-01
214|174|25|2014-09-01
214|131|10|2014-10-01
214|138|16|2014-11-01
214|270|86|2014-12-01
215|84|99|2013-01-01
215|114|63|2013-02-01
215|298|20|2013-03-01
215|230|14|2013-04-01
215|57|68|2013-05-01
215|221|21|2013-06-01
215|190|76|2013-07-01
215|125|10|2013-08-01
215|140|34|2013-09-01
215|8|91|2013-10-01
215|113|32|2013-11-01
215|194|40|2013-12-01
215|264|68|2014-01-01
215|16|97|2014-02-01
215|157|42|2014-03-01
215|143|51|2014-04-01
215|134|25|2014-05-01
215|99|51|2014-06-01
215|29|16|2014-07-01
215|172|51|2014-08-01
215|90|23|2014-09-01
215|27|87|2014-10-01
215|27|23|2014-11-01
215|51|74|2014-12-01
216|124|74|2013-01-01
216|274|9|2013-02-01
216|11|43|2013-03-01
216|133|83|2013-04-01
216|173|61|2013-05-01
216|170|73|2013-06-01
216|206|79|2013-07-01
216|26|63|2013-08-01
216|255|35|2013-09-01
216|133|98|2013-10-01
216|290|1|2013-11-01
216|148|33|2013-12-01
216|292|20|2014-01-01
216|141|62|2014-02-01
216|130|12|2014-03-01
216|222|27|2014-04-01
216|55|30|2014-05-01
216|289|85|2014-06-01
216|27|92|2014-07-01
216|247|88|2014-08-01
216|7|22|2014-09-01
216|223|62|2014-10-01
216|217|30|2014-11-01
216|133|62|2014-12-01
217|163|49|2013-01-01
217|133|55|2013-02-01
217|25|65|2013-03-01
217|36|50|2013-04-01
217|288|55|2013-05-01
217|119|24|2013-06-01
217|222|83|2013-07-01
217|228|16|2013-08-01
217|69|35|2013-09-01
217|259|3|2013-10-01
217|167|70|2013-11-01
217|102|26|2013-12-01
217|19|73|2014-01-01
217|267|27|2014-02-01
217|103|83|2014-03-01
217|0|3|2014-04-01
217|276|35|2014-05-01
217|179|17|2014-06-01
217|24|67|2014-07-01
217|20|24|2014-08-01
217|224|20|2014-09-01
217|118|37|2014-10-01
217|106|38|2014-11-01
217|215|51|2014-12-01
218|203|25|2013-01-01
218|294|0|2013-02-01
218|39|87|2013-03-01
218|241|18|2013-04-01
218|103|48|2013-05-01
218|68|77|2013-06-01
218|238|86|2013-07-01
218|129|69|2013-08-01
218|185|36|2013-09-01
218|84|10|2013-10-01
218|43|39|2013-11-01
218|56|19|2013-12-01
218|46|25|2014-01-01
218|91|93|2014-02-01
218|76|52|2014-03-01
218|79|80|2014-04-01
218|197|40|2014-05-01
218|68|50|2014-06-01
218|21|43|2014-07-01
218|95|61|2014-08-01
218|141|18|2014-09-01
218|13|12|2014-10-01
218|297|45|2014-11-01
218|297|39|2014-12-01
219|242|0|2013-01-01
219|153|47|2013-02-01
219|53|8|2013-03-01
219|144|86|2013-04-01
219|218|41|2013-05-01
219|17|28|2013-06-01
219|254|90|2013-07-01
219|30|22|2013-08-01
219|300|37|2013-09-01
219|209|17|2013-10-01
219|220|7|2013-11-01
219|9|12|2013-12-01
219|74|78|2014-01-01
219|216|58|2014-02-01
219|49|22|2014-03-01
219|158|56|2014-04-01
219|117|44|2014-05-01
219|259|83|2014-06-01
219|18|18|2014-07-01
219|169|98|2014-08-01
219|58|16|2014-09-01
219|209|88|2014-10-01
219|186|52|2014-11-01
219|78|28|2014-12-01
220|282|76|2013-01-01
220|13|93|2013-02-01
220|67|30|2013-03-01
220|48|54|2013-04-01
220|32|35|2013-05-01
220|267|81|2013-06-01
220|270|93|2013-07-01
220|232|75|2013-08-01
220|115|38|2013-09-01
220|34|24|2013-10-01
220|96|76|2013-11-01
220|264|5|2013-12-01
220|102|31|2014-01-01
220|40|23|2014-02-01
220|22|93|2014-03-01
220|237|32|2014-04-01
220|38|49|2014-05-01
220|148|15|2014-06-01
220|16|95|2014-07-01
220|243|34|2014-08-01
220|275|15|2014-09-01
220|104|63|2014-10-01
220|75|60|2014-11-01
220|161|16|2014-12-01
221|21|52|2013-01-01
221|173|38|2013-02-01
221|82|52|2013-03-01
221|252|21|2013-04-01
221|148|28|2013-05-01
221|217|32|2013-06-01
221|286|97|2013-07-01
221|133|28|2013-08-01
221|230|38|2013-09-01
221|160|30|2013-10-01
221|274|45|2013-11-01
221|218|99|2013-12-01
221|130|84|2014-01-01
221|166|89|2014-02-01
221|296|63|2014-03-01
221|15|8|2014-04-01
221|260|54|2014-05-01
221|37|48|2014-06-01
221|13|70|2014-07-01
221|17|71|2014-08-01
221|192|13|2014-09-01
221|300|38|2014-10-01
221|265|67|2014-11-01
221|243|4|2014-12-01
222|60|27|2013-01-01
222|32|85|2013-02-01
222|96|74|2013-03-01
222|156|90|2013-04-01
222|263|22|2013-05-01
222|166|85|2013-06-01
222|2|100|2013-07-01
222|34|81|2013-08-01
222|44|39|2013-09-01
222|285|37|2013-10-01
222|150|13|2013-11-01
222|171|92|2013-12-01
222|157|36|2014-01-01
222|291|54|2014-02-01
222|269|33|2014-03-01
222|94|85|2014-04-01
222|180|59|2014-05-01
222|228|82|2014-06-01
222|10|45|2014-07-01
222|91|7|2014-08-01
222|108|11|2014-09-01
222|195|13|2014-10-01
222|154|74|2014-11-01
222|24|94|2014-12-01
223|100|2|2013-01-01
223|193|30|2013-02-01
223|110|96|2013-03-01
223|59|58|2013-04-01
223|78|15|2013-05-01
223|115|36|2013-06-01
223|18|3|2013-07-01
223|236|34|2013-08-01
223|160|40|2013-09-01
223|110|44|2013-10-01
223|26|82|2013-11-01
223|125|85|2013-12-01
223|185|89|2014-01-01
223|115|19|2014-02-01
223|242|2|2014-03-01
223|173|61|2014-04-01
223|101|64|2014-05-01
223|117|14|2014-06-01
223|8|21|2014-07-01
223|165|43|2014-08-01
223|25|9|2014-09-01
223|90|89|2014-10-01
223|43|82|2014-11-01
223|106|82|2014-12-01
224|139|78|2013-01-01
224|52|76|2013-02-01
224|124|17|2013-03-01
224|264|25|2013-04-01
224|193|8|2013-05-01
224|64|89|2013-06-01
224|34|6|2013-07-01
224|137|87|2013-08-01
224|275|41|2013-09-01
224|236|51|2013-10-01
224|204|51|2013-11-01
224|79|78|2013-12-01
224|213|42|2014-01-01
224|240|85|2014-02-01
224|215|73|2014-03-01
224|252|37|2014-04-01
224|21|68|2014-05-01
224|7|47|2014-06-01
224|5|97|2014-07-01
224|240|80|2014-08-01
224|242|8|2014-09-01
224|287|64|2014-10-01
224|233|89|2014-11-01
224|188|70|2014-12-01
225|179|54|2013-01-01
225|212|22|2013-02-01
225|138|40|2013-03-01
225|167|94|2013-04-01
225|8|2|2013-05-01
225|13|40|2013-06-01
225|50|10|2013-07-01
225|38|40|2013-08-01
225|90|42|2013-09-01
225|60|57|2013-10-01
225|80|19|2013-11-01
225|32|71|2013-12-01
225|240|95|2014-01-01
225|64|50|2014-02-01
225|188|43|2014-03-01
225|30|13|2014-04-01
225|243|73|2014-05-01
225|197|80|2014-06-01
225|2|73|2014-07-01
225|13|16|2014-08-01
225|159|6|2014-09-01
225|182|39|2014-10-01
225|122|97|2014-11-01
225|270|59|2014-12-01
226|218|29|2013-01-01
226|72|68|2013-02-01
226|152|62|2013-03-01
226|71|61|2013-04-01
226|123|96|2013-05-01
226|263|93|2013-06-01
226|66|13|2013-07-01
226|240|93|2013-08-01
226|205|42|2013-09-01
226|186|64|2013-10-01
226|257|88|2013-11-01
226|287|64|2013-12-01
226|268|47|2014-01-01
226|190|15|2014-02-01
226|161|13|2014-03-01
226|109|90|2014-04-01
226|163|78|2014-05-01
226|87|12|2014-06-01
226|0|48|2014-07-01
226|87|53|2014-08-01
226|75|4|2014-09-01
226|77|15|2014-10-01
226|12|3|2014-11-01
226|51|47|2014-12-01
227|258|4|2013-01-01
227|232|13|2013-02-01
227|167|84|2013-03-01
227|275|29|2013-04-01
227|238|90|2013-05-01
227|212|44|2013-06-01
227|82|17|2013-07-01
227|141|46|2013-08-01
227|19|43|2013-09-01
227|11|71|2013-10-01
227|133|57|2013-11-01
227|241|57|2013-12-01
227|296|100|2014-01-01
227|14|81|2014-02-01
227|134|84|2014-03-01
227|188|66|2014-04-01
227|84|83|2014-05-01
227|277|45|2014-06-01
227|298|23|2014-07-01
227|162|90|2014-08-01
227|293|2|2014-09-01
227|273|91|2014-10-01
227|202|10|2014-11-01
227|133|35|2014-12-01
228|298|81|2013-01-01
228|91|60|2013-02-01
228|181|5|2013-03-01
228|179|97|2013-04-01
228|53|83|2013-05-01
228|161|97|2013-06-01
228|98|20|2013-07-01
228|42|99|2013-08-01
228|135|44|2013-09-01
228|136|78|2013-10-01
228|10|25|2013-11-01
228|194|50|2013-12-01
228|22|52|2014-01-01
228|139|46|2014-02-01
228|107|54|2014-03-01
228|267|42|2014-04-01
228|4|88|2014-05-01
228|166|78|2014-06-01
228|295|100|2014-07-01
228|236|26|2014-08-01
228|209|0|2014-09-01
228|168|66|2014-10-01
228|91|18|2014-11-01
228|215|24|2014-12-01
229|36|56|2013-01-01
229|252|5|2013-02-01
229|195|27|2013-03-01
229|82|65|2013-04-01
229|168|76|2013-05-01
229|110|48|2013-06-01
229|114|24|2013-07-01
229|244|52|2013-08-01
229|250|45|2013-09-01
229|262|84|2013-10-01
229|187|95|2013-11-01
229|148|43|2013-12-01
229|50|5|2014-01-01
229|264|11|2014-02-01
229|80|23|2014-03-01
229|45|18|2014-04-01
229|226|92|2014-05-01
229|56|11|2014-06-01
229|292|75|2014-07-01
229|10|63|2014-08-01
229|126|100|2014-09-01
229|63|41|2014-10-01
229|281|25|2014-11-01
229|297|12|2014-12-01
230|76|31|2013-01-01
230|111|51|2013-02-01
230|209|49|2013-03-01
230|287|33|2013-04-01
230|284|70|2013-05-01
230|60|100|2013-06-01
230|130|27|2013-07-01
230|145|4|2013-08-01
230|65|45|2013-09-01
230|87|91|2013-10-01
230|63|63|2013-11-01
230|102|35|2013-12-01
230|78|58|2014-01-01
230|88|77|2014-02-01
230|53|94|2014-03-01
230|124|95|2014-04-01
230|147|97|2014-05-01
230|246|44|2014-06-01
230|290|51|2014-07-01
230|84|100|2014-08-01
230|42|98|2014-09-01
230|259|16|2014-10-01
230|170|32|2014-11-01
230|78|0|2014-12-01
231|115|7|2013-01-01
231|272|98|2013-02-01
231|223|71|2013-03-01
231|190|0|2013-04-01
231|98|63|2013-05-01
231|9|52|2013-06-01
231|146|31|2013-07-01
231|46|58|2013-08-01
231|180|46|2013-09-01
231|212|98|2013-10-01
231|241|31|2013-11-01
231|56|28|2013-12-01
231|105|10|2014-01-01
231|214|42|2014-02-01
231|26|64|2014-03-01
231|203|71|2014-04-01
231|67|1|2014-05-01
